"year","site","state","sex","race","mortality","incidence","population"
1999,"Breast","north dakota","Female","White",107.86,449,302966
1999,"Breast","ohio","Female","Black",225.7,742,709739
1999,"Breast","ohio","Female","Hispanic",0,67,99588
1999,"Breast","ohio","Female","White",1727.84,7759,5037428
1999,"Breast","oklahoma","Female","Black",48.94,136,140624
1999,"Breast","oklahoma","Female","Hispanic",0,38,77415
1999,"Breast","oklahoma","Female","White",441.57,2231,1424430
1999,"Breast","oregon","Female","Black",0,30,31249
1999,"Breast","oregon","Female","Hispanic",0,51,115807
1999,"Breast","oregon","Female","White",498.11,2744,1591411
1999,"Breast","pennsylvania","Female","Black",251.09,743,676781
1999,"Breast","pennsylvania","Female","Hispanic",21.06,0,183090
1999,"Breast","pennsylvania","Female","White",2123.47,9375,5544312
1999,"Breast","rhode island","Female","Black",0,21,31432
1999,"Breast","rhode island","Female","Hispanic",0,26,43361
1999,"Breast","rhode island","Female","White",172.83,804,492396
1999,"Breast","south carolina","Female","Black",188.97,639,634128
1999,"Breast","south carolina","Female","Hispanic",0,0,33537
1999,"Breast","south carolina","Female","White",412.57,2141,1384465
1999,"Breast","south dakota","Female","Black",0,0,1691
1999,"Breast","south dakota","Female","Hispanic",0,0,3877
1999,"Breast","south dakota","Female","White",108.91,0,342471
1999,"Breast","tennessee","Female","Black",134.99,0,498124
1999,"Breast","tennessee","Female","Hispanic",0,0,43819
1999,"Breast","tennessee","Female","White",696.79,0,2362012
1999,"Breast","texas","Female","Black",355.39,1135,1273788
1999,"Breast","texas","Female","Hispanic",330.1,1730,3174080
1999,"Breast","texas","Female","White",2022.18,10207,8716280
1999,"Breast","utah","Female","Black",0,0,9293
1999,"Breast","utah","Female","Hispanic",0,32,88652
1999,"Breast","utah","Female","White",178.8,985,1045601
1999,"Breast","vermont","Female","Black",0,0,1475
1999,"Breast","vermont","Female","Hispanic",0,0,2435
1999,"Breast","vermont","Female","White",89.03,511,302824
1999,"Breast","virginia","Female","Black",221.21,0,742318
1999,"Breast","virginia","Female","Hispanic",0,0,142464
1999,"Breast","virginia","Female","White",778.31,0,2674592
1999,"Breast","washington","Female","Black",0,78,104049
1999,"Breast","washington","Female","Hispanic",0,92,196355
1999,"Breast","washington","Female","White",685.97,4214,2578841
1999,"Breast","west virginia","Female","Black",0,39,29770
1999,"Breast","west virginia","Female","Hispanic",0,0,4951
1999,"Breast","west virginia","Female","White",270.59,1376,896008
1999,"Breast","wisconsin","Female","Black",31.98,153,163158
1999,"Breast","wisconsin","Female","Hispanic",0,34,82177
1999,"Breast","wisconsin","Female","White",786.9,3848,2466785
1999,"Breast","wyoming","Female","Black",0,0,1864
1999,"Breast","wyoming","Female","Hispanic",0,0,14728
1999,"Breast","wyoming","Female","White",58.05,330,235025
1999,"Breast, In Situ","alabama","Female","Black",0,105,623475
1999,"Breast, In Situ","alabama","Female","Hispanic",0,0,28101
1999,"Breast, In Situ","alabama","Female","White",0,475,1640665
1999,"Breast, In Situ","alaska","Female","Black",0,0,12710
1999,"Breast, In Situ","alaska","Female","Hispanic",0,0,11664
1999,"Breast, In Situ","alaska","Female","White",0,57,220036
1999,"Breast, In Situ","arizona","Female","Black",0,0,84913
1999,"Breast, In Situ","arizona","Female","Hispanic",0,54,598243
1999,"Breast, In Situ","arizona","Female","White",0,585,2235195
1999,"Breast, In Situ","arkansas","Female","Black",0,26,224639
1999,"Breast, In Situ","arkansas","Female","Hispanic",0,0,32674
1999,"Breast, In Situ","arkansas","Female","White",0,290,1114373
1999,"Breast, In Situ","california","Female","Black",0,235,1274187
1999,"Breast, In Situ","california","Female","Hispanic",0,455,5203897
1999,"Breast, In Situ","california","Female","White",0,3516,13203242
1999,"Breast, In Situ","colorado","Female","Black",0,0,88362
1999,"Breast, In Situ","colorado","Female","Hispanic",0,38,335514
1999,"Breast, In Situ","colorado","Female","White",0,551,1930473
1999,"Breast, In Situ","connecticut","Female","Black",0,45,179119
1999,"Breast, In Situ","connecticut","Female","Hispanic",0,18,154780
1999,"Breast, In Situ","connecticut","Female","White",0,684,1517316
1999,"Breast, In Situ","delaware","Female","Black",0,20,80684
1999,"Breast, In Situ","delaware","Female","Hispanic",0,0,16125
1999,"Breast, In Situ","delaware","Female","White",0,135,307558
1999,"Breast, In Situ","district of columbia","Female","Black",0,52,193200
1999,"Breast, In Situ","district of columbia","Female","Hispanic",0,0,20837
1999,"Breast, In Situ","district of columbia","Female","White",0,34,98382
1999,"Breast, In Situ","florida","Female","Black",0,187,1255363
1999,"Breast, In Situ","florida","Female","Hispanic",0,0,1283913
1999,"Breast, In Situ","florida","Female","White",0,2363,6629027
1999,"Breast, In Situ","georgia","Female","Black",0,187,1239075
1999,"Breast, In Situ","georgia","Female","Hispanic",0,0,155194
1999,"Breast, In Situ","georgia","Female","White",0,708,2756311
1999,"Breast, In Situ","hawaii","Female","Black",0,0,12866
1999,"Breast, In Situ","hawaii","Female","Hispanic",0,0,41747
1999,"Breast, In Situ","hawaii","Female","White",0,47,139252
1999,"Breast, In Situ","idaho","Female","Black",0,0,2651
1999,"Breast, In Situ","idaho","Female","Hispanic",0,0,44548
1999,"Breast, In Situ","idaho","Female","White",0,159,616853
1999,"Breast, In Situ","illinois","Female","Black",0,167,1020831
1999,"Breast, In Situ","illinois","Female","Hispanic",0,59,691920
1999,"Breast, In Situ","illinois","Female","White",0,1476,5045484
1999,"Breast, In Situ","indiana","Female","Black",0,45,273749
1999,"Breast, In Situ","indiana","Female","Hispanic",0,0,89777
1999,"Breast, In Situ","indiana","Female","White",0,738,2768991
1999,"Breast, In Situ","iowa","Female","Black",0,0,31496
1999,"Breast, In Situ","iowa","Female","Hispanic",0,0,32777
1999,"Breast, In Situ","iowa","Female","White",0,430,1433552
1999,"Breast, In Situ","kansas","Female","Black",0,0,82123
1999,"Breast, In Situ","kansas","Female","Hispanic",0,0,81237
1999,"Breast, In Situ","kansas","Female","White",0,303,1234248
1999,"Breast, In Situ","kentucky","Female","Black",0,0,156229
1999,"Breast, In Situ","kentucky","Female","Hispanic",0,0,20597
1999,"Breast, In Situ","kentucky","Female","White",0,501,1880797
1999,"Breast, In Situ","louisiana","Female","Black",0,131,773609
1999,"Breast, In Situ","louisiana","Female","Hispanic",0,0,51738
1999,"Breast, In Situ","louisiana","Female","White",0,352,1487157
1999,"Breast, In Situ","maine","Female","Black",0,0,3180
1999,"Breast, In Situ","maine","Female","Hispanic",0,0,4319
1999,"Breast, In Situ","maine","Female","White",0,225,638096
1999,"Breast, In Situ","maryland","Female","Black",0,0,800328
1999,"Breast, In Situ","maryland","Female","Hispanic",0,0,104003
1999,"Breast, In Situ","maryland","Female","White",0,0,1792223
1999,"Breast, In Situ","massachusetts","Female","Black",0,38,216145
1999,"Breast, In Situ","massachusetts","Female","Hispanic",0,35,209915
1999,"Breast, In Situ","massachusetts","Female","White",0,1482,2921658
1999,"Breast, In Situ","michigan","Female","Black",0,208,766679
1999,"Breast, In Situ","michigan","Female","Hispanic",0,16,146133
1999,"Breast, In Situ","michigan","Female","White",0,1453,4152047
1999,"Breast, In Situ","minnesota","Female","Black",0,0,88181
1999,"Breast, In Situ","minnesota","Female","Hispanic",0,0,59132
1999,"Breast, In Situ","minnesota","Female","White",0,669,2269961
1999,"Breast, In Situ","mississippi","Female","Black",0,0,552139
1999,"Breast, In Situ","mississippi","Female","Hispanic",0,0,13367
1999,"Breast, In Situ","mississippi","Female","White",0,0,897065
1999,"Breast, In Situ","missouri","Female","Black",0,47,341114
1999,"Breast, In Situ","missouri","Female","Hispanic",0,0,51102
1999,"Breast, In Situ","missouri","Female","White",0,607,2470291
1999,"Breast, In Situ","montana","Female","Black",0,0,1213
1999,"Breast, In Situ","montana","Female","Hispanic",0,0,8131
1999,"Breast, In Situ","montana","Female","White",0,133,417059
1999,"Breast, In Situ","nebraska","Female","Black",0,0,36481
1999,"Breast, In Situ","nebraska","Female","Hispanic",0,0,38968
1999,"Breast, In Situ","nebraska","Female","White",0,219,809461
1999,"Breast, In Situ","nevada","Female","Black",0,0,70681
1999,"Breast, In Situ","nevada","Female","Hispanic",0,0,170329
1999,"Breast, In Situ","nevada","Female","White",0,135,808081
1999,"Breast, In Situ","new england","Female","Black",0,86,436110
1999,"Breast, In Situ","new england","Female","Hispanic",0,65,424292
1999,"Breast, In Situ","new england","Female","White",0,2940,6479052
1999,"Breast, In Situ","new hampshire","Female","Black",0,0,4759
1999,"Breast, In Situ","new hampshire","Female","Hispanic",0,0,9482
1999,"Breast, In Situ","new hampshire","Female","White",0,220,606762
1999,"Breast, In Situ","new jersey","Female","Black",0,128,649064
1999,"Breast, In Situ","new jersey","Female","Hispanic",0,84,537131
1999,"Breast, In Situ","new jersey","Female","White",0,1397,3391812
1999,"Breast, In Situ","new mexico","Female","Black",0,0,20058
1999,"Breast, In Situ","new mexico","Female","Hispanic",0,58,380314
1999,"Breast, In Situ","new mexico","Female","White",0,204,793585
1999,"Breast, In Situ","new york","Female","Black",0,348,1835692
1999,"Breast, In Situ","new york","Female","Hispanic",0,252,1430890
1999,"Breast, In Situ","new york","Female","White",0,2678,7318698
1999,"Breast, In Situ","north carolina","Female","Black",0,157,931896
1999,"Breast, In Situ","north carolina","Female","Hispanic",0,0,131774
1999,"Breast, In Situ","north carolina","Female","White",0,890,3018281
1999,"Breast, In Situ","north dakota","Female","Black",0,0,1656
1999,"Breast, In Situ","north dakota","Female","Hispanic",0,0,3174
1999,"Breast, In Situ","north dakota","Female","White",0,75,302966
1999,"Breast, In Situ","ohio","Female","Black",0,136,709739
1999,"Breast, In Situ","ohio","Female","Hispanic",0,21,99588
1999,"Breast, In Situ","ohio","Female","White",0,1522,5037428
1999,"Breast, In Situ","oklahoma","Female","Black",0,24,140624
1999,"Breast, In Situ","oklahoma","Female","Hispanic",0,0,77415
1999,"Breast, In Situ","oklahoma","Female","White",0,361,1424430
1999,"Breast, In Situ","oregon","Female","Black",0,0,31249
1999,"Breast, In Situ","oregon","Female","Hispanic",0,0,115807
1999,"Breast, In Situ","oregon","Female","White",0,528,1591411
1999,"Breast, In Situ","pennsylvania","Female","Black",0,193,676781
1999,"Breast, In Situ","pennsylvania","Female","Hispanic",0,0,183090
1999,"Breast, In Situ","pennsylvania","Female","White",0,1993,5544312
1999,"Breast, In Situ","rhode island","Female","Black",0,0,31432
1999,"Breast, In Situ","rhode island","Female","Hispanic",0,0,43361
1999,"Breast, In Situ","rhode island","Female","White",0,199,492396
1999,"Breast, In Situ","south carolina","Female","Black",0,114,634128
1999,"Breast, In Situ","south carolina","Female","Hispanic",0,0,33537
1999,"Breast, In Situ","south carolina","Female","White",0,390,1384465
1999,"Breast, In Situ","south dakota","Female","Black",0,0,1691
1999,"Breast, In Situ","south dakota","Female","Hispanic",0,0,3877
1999,"Breast, In Situ","south dakota","Female","White",0,0,342471
1999,"Breast, In Situ","tennessee","Female","Black",0,0,498124
1999,"Breast, In Situ","tennessee","Female","Hispanic",0,0,43819
1999,"Breast, In Situ","tennessee","Female","White",0,0,2362012
1999,"Breast, In Situ","texas","Female","Black",0,192,1273788
1999,"Breast, In Situ","texas","Female","Hispanic",0,286,3174080
1999,"Breast, In Situ","texas","Female","White",0,1863,8716280
1999,"Breast, In Situ","utah","Female","Black",0,0,9293
1999,"Breast, In Situ","utah","Female","Hispanic",0,0,88652
1999,"Breast, In Situ","utah","Female","White",0,182,1045601
1999,"Breast, In Situ","vermont","Female","Black",0,0,1475
1999,"Breast, In Situ","vermont","Female","Hispanic",0,0,2435
1999,"Breast, In Situ","vermont","Female","White",0,130,302824
1999,"Breast, In Situ","virginia","Female","Black",0,0,742318
1999,"Breast, In Situ","virginia","Female","Hispanic",0,0,142464
1999,"Breast, In Situ","virginia","Female","White",0,0,2674592
1999,"Breast, In Situ","washington","Female","Black",0,18,104049
1999,"Breast, In Situ","washington","Female","Hispanic",0,0,196355
1999,"Breast, In Situ","washington","Female","White",0,845,2578841
1999,"Breast, In Situ","west virginia","Female","Black",0,0,29770
1999,"Breast, In Situ","west virginia","Female","Hispanic",0,0,4951
1999,"Breast, In Situ","west virginia","Female","White",0,266,896008
1999,"Breast, In Situ","wisconsin","Female","Black",0,24,163158
1999,"Breast, In Situ","wisconsin","Female","Hispanic",0,0,82177
1999,"Breast, In Situ","wisconsin","Female","White",0,625,2466785
1999,"Breast, In Situ","wyoming","Female","Black",0,0,1864
1999,"Breast, In Situ","wyoming","Female","Hispanic",0,0,14728
1999,"Breast, In Situ","wyoming","Female","White",0,58,235025
1999,"Cervix Uteri","alabama","Female","Black",23.69,74,623475
1999,"Cervix Uteri","alabama","Female","Hispanic",0,0,28101
1999,"Cervix Uteri","alabama","Female","White",37.74,149,1640665
1999,"Cervix Uteri","alaska","Female","Black",0,0,12710
1999,"Cervix Uteri","alaska","Female","Hispanic",0,0,11664
1999,"Cervix Uteri","alaska","Female","White",0,0,220036
1999,"Cervix Uteri","arizona","Female","Black",0,0,84913
1999,"Cervix Uteri","arizona","Female","Hispanic",0,46,598243
1999,"Cervix Uteri","arizona","Female","White",51.41,176,2235195
1999,"Cervix Uteri","arkansas","Female","Black",0,31,224639
1999,"Cervix Uteri","arkansas","Female","Hispanic",0,0,32674
1999,"Cervix Uteri","arkansas","Female","White",34.55,128,1114373
1999,"Cervix Uteri","california","Female","Black",50.97,118,1274187
